% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=508162, Sun May  4 21:32:58 2025, <python>{}</python>
1 10 4.390209825041175 1.0000444454321133 176.4785736017206 1.7647857360172060e+02 176.48096547316538 176.48492181891763 0.0017867369920452347   
2 20 4.178243718413208 1.1537088954205807 176.4785261874062 1.7647852618740620e+02 176.48156679035014 176.48460885739257 0.0023639739254122105   
3 30 4.348655404575321 1.3348381382768606 176.47708349728097 1.7647708349728097e+02 176.4791887072388 176.4814911861323 0.00279809508660378   
4 40 4.853923047610993 1.502975572277196 176.47286617780503 1.7647286617780503e+02 176.47781756010443 176.47871729531508 0.0041869626453774345   
5 50 5.514026513961404 1.7058089251864825 176.46701049193757 1.7646701049193757e+02 176.47316984920272 176.48007021726448 0.005878486238714231   
6 60 6.4705625761745695 1.9939442584780414 176.45067492079744 1.7645067492079744e+02 176.46813483774082 176.47936000772535 0.005796807087904199   
7 70 7.149716692871625 2.0457483479524687 176.42558841196225 1.7642558841196225e+02 176.44898715355794 176.47082016768945 0.018834948800446227   
8 80 8.576589156224264 2.0426801088009543 174.3114056264364 1.7431140562643640e+02 176.39970264572014 176.46662298091377 0.3250713918632755   
9 90 9.778964188497197 2.0590850052450493 174.3114056264364 1.7442928316724624e+02 175.91624072316125 176.46545104517347 0.8667177664643475   
10 100 11.228173937063422 2.174819756300192 174.3114056264364 1.7502323383206442e+02 176.0132636650099 176.47580863720623 1.041703425867098   
11 110 13.260545858995826 2.296044502536668 173.81563304412103 1.7381563304412103e+02 174.8888121813905 175.9137255681979 1.399164386399434   
12 120 14.679458611250165 2.458964165082993 172.79998082792514 1.7279998082792514e+02 175.159426322359 176.33534822160792 1.8345878195707996   
13 130 16.881912779200935 2.625941951536241 172.79998082792514 1.7319559160142950e+02 174.2337215898782 176.4774589114126 1.5372440932648033   
14 140 18.328388208989043 2.846960224964204 172.79998082792514 1.7300789536015287e+02 174.00184575570447 174.98715501873943 0.870108331104035   
15 150 20.749112708704175 2.9789519228669223 172.79998082792514 1.7352132049613797e+02 174.33395819008675 174.9402115974974 0.9117300629006309   
16 160 22.671980221554275 3.092073960063965 172.79998082792514 1.7317754071955673e+02 174.57600200194474 175.50203661319972 0.6814137291378017   
17 170 23.698243893730222 2.9773083246910637 172.39010399691023 1.7239010399691023e+02 173.68380244562854 174.99066418983728 1.3513258214493646   
18 180 25.12275019201967 3.0148649402641112 172.15119096213914 1.7215119096213914e+02 174.03277484290493 175.8699648814219 1.945752672866945   
19 190 24.149215060560973 2.945489994375829 172.15119096213914 1.7295873112696825e+02 174.56122845809028 175.65436473156146 0.664009414857702   
20 200 24.59084142404452 2.870077395443252 172.15119096213914 1.7323525052491465e+02 174.02029755424013 176.3921548705909 0.5651713286798952   
21 210 26.26066116354564 2.8775606331391628 172.15119096213914 1.7321240514283087e+02 174.44426231489155 176.10681701180022 0.9513438392231137   
22 220 26.966900153430696 2.737755396684614 172.15119096213914 1.7338554084812520e+02 174.59958061448026 175.92515803829488 1.0793570496134919   
23 230 28.01808359238685 2.729034833891387 172.15119096213914 1.7275881548363830e+02 175.06281649915434 175.9069556259691 1.2307384773136505   
24 240 26.116829969374987 2.703759240631663 172.15119096213914 1.7221213291537705e+02 174.9533652003148 175.52150701636515 0.9100944462302891   
25 250 24.586558917241152 2.6237655774046114 172.15119096213914 1.7257097669098204e+02 175.09190828580358 176.4745270331947 1.3432100267183387   
26 260 24.06796528344921 2.6135853108739115 172.15119096213914 1.7268874533853250e+02 174.36149427565647 175.27231022149448 0.22494638264493005   
27 270 23.597558687312944 2.56318697200909 172.15119096213914 1.7338505969286166e+02 174.3175716475813 176.46591653368068 1.397035506872271   
28 280 22.02475051648032 2.5176815937615804 172.0783851712029 1.7207838517120291e+02 174.56812552074285 176.48058022315007 1.4825307567891741   
