% # columns="iteration, evaluation, void, void, void, xmean", seed=581791, Sun May  4 20:48:38 2025, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 10 0 0 0 2.5266626282510223 -2.6285869544337332 2.403630657195406 -2.677072739414459 -5.113340341133886 -3.3484318971347546 1.4293693121145359 0.42739587360384895 2.0478377446358382
2 20 0 0 0 3.7618117724442737 -6.403809135388912 6.542027643455536 -4.395610733302094 -1.9021673697863994 -7.907423831428543 3.0928445647309557 4.894845799501965 3.6176215271050047
3 30 0 0 0 0.7161001898239102 -10.828112066803472 5.7126464276964555 -7.13511116603014 -2.0421952947507154 -9.573449980478154 0.6129314307470807 7.431568935313393 4.487564381989319
4 40 0 0 0 -0.5092671655871581 -18.58652032804516 7.418777369448263 -12.13760270072993 3.601722714856152 -12.758950871497087 2.1210107801362605 12.029303678546752 7.546289609381012
5 50 0 0 0 -0.8577690647988638 -18.85738566756233 0.10483082146661674 -14.335573193507223 5.740673508982649 -14.021202638802139 -0.6686059501633242 17.52916770255587 9.12807932331161
6 60 0 0 0 -2.0395169740824723 -18.03687387541153 1.414703985156573 -19.306892981816535 9.086351854937277 -12.073301467673442 1.1822274184294044 22.142815264559022 12.278240873823254
7 70 0 0 0 -10.410967161142239 -15.450406144613106 -3.8610851652333786 -18.767868368228832 6.626643066903629 -15.526871958081754 4.34084009315595 22.2989642366617 12.19615449065968
8 80 0 0 0 -10.823953515168386 -11.424799783387716 -3.4918669670649165 -17.00055872388771 4.237579908965088 -17.042543418063833 5.555828981836751 23.57198969019014 6.959660232934073
9 90 0 0 0 -12.560786931698548 -17.06567630627791 -4.363436983268027 -18.13535122344123 8.301013937864278 -17.125749759850642 8.590060342460118 26.87478233737169 19.841884050476065
10 100 0 0 0 -8.253598535529472 -18.87610217265669 -12.608511337267917 -22.485374925140558 10.653163938664775 -23.802165149430884 12.842432125919048 35.8651201340133 18.728820029100547
11 110 0 0 0 -11.541491785072926 -20.688562806303153 -13.323726609770345 -21.479039621513607 13.87918261347638 -21.779971414224406 13.079745146431886 36.64302376380545 19.418853734367044
12 120 0 0 0 -9.948725210506046 -18.03176364162941 -10.453193386778265 -21.005418602451883 13.56443415532287 -21.60844176131418 12.477645506997028 50.630556322588625 21.87876639101582
13 130 0 0 0 -9.194016128862003 -17.978263762686723 -9.52911049442225 -23.871692429026492 11.356912057271273 -23.372956560664267 11.803743355932642 59.28812006944017 28.57242624252779
14 140 0 0 0 -7.194480662617011 -16.65282507612577 -14.626892557232273 -23.98724793015258 9.873058373141804 -21.87586416093871 22.461170576493213 60.663063881253365 22.678471112702038
15 150 0 0 0 -9.15762465661258 -22.75673135705772 -15.97948701779671 -18.44825582040104 10.325538793066954 -20.415964171157206 22.473205848954304 64.08879230679715 21.029334480187334
16 160 0 0 0 -8.787738671833317 -22.326379309380346 -4.557896770318649 -8.451847493773439 11.597393646294394 -15.377165755932703 26.340163507153985 53.35803957366962 19.68726002969845
17 170 0 0 0 -4.231079381146787 -19.583198215469995 -1.3754693004305092 -6.702960315716769 13.109517310518308 -11.577111604201967 29.890075284170504 54.81426819546959 18.83770795441183
18 180 0 0 0 -2.8747847232325054 -20.984068232781794 0.7767010268641859 -6.350425749313308 11.225379101804416 -15.063601198253753 40.32756049647953 61.070744307400126 30.28393643363139
19 190 0 0 0 1.508834333153526 -18.813369623024045 -2.9911833183243726 -8.600422747177577 8.30987785590016 -16.07954062249511 41.91694085148387 74.45603329430486 34.7428063394401
20 200 0 0 0 3.0885495365663966 -15.831077084096304 -11.34994465581864 -11.86989376208941 10.9268380601034 -15.977167326512456 64.73530431757798 93.00292957376591 32.69469399305929
21 210 0 0 0 5.145699189299107 -12.043387703361859 -10.948665453601212 -12.223962615078891 5.967684722670924 -14.689252914268774 82.0285943103788 96.58106828787484 42.44428404712007
22 220 0 0 0 1.1867817369007503 -17.63222134904503 -16.53674387035863 -12.547707256440107 4.945902058964333 -13.12258285793714 88.57364090029331 135.41287246077115 51.340959666294445
23 230 0 0 0 0.8483702234675158 -25.32598856276392 -16.096691004013575 -14.567318344940352 7.335632982800506 -16.263719258184537 84.68810368142991 154.45871586401276 69.10269660892239
24 240 0 0 0 0.7841913243777662 -33.48567336937466 -14.442871250353956 -12.52802473794864 8.24510448280026 -16.061111388030213 89.90434109678515 150.65029040595135 91.71704049719821
25 250 0 0 0 4.410331831849157 -38.85820790581073 -11.479562757263045 -12.640939352390118 5.853398777726565 -17.0629459757701 111.95046401065402 163.64014289827986 108.00003254425387
26 260 0 0 0 -1.3803401599650826 -41.74982841080984 -15.399289040101992 -17.40739591817401 4.951705934783161 -20.787200998804327 110.83883267186943 155.54467309528434 125.38510722916423
27 270 0 0 0 3.057626282466283 -36.069044602653904 -16.649928325264565 -15.643383416215642 7.834697340166049 -23.36469278710232 123.63629225326655 167.28652671470527 117.58264506375737
28 280 0 0 0 -3.0024464619685696 -33.19350873823121 -16.030089633352812 -15.248528789728306 6.571376558635762 -16.765533161486292 88.00429213612784 155.50170545544265 95.54323264562727
29 290 0 0 0 -5.2460799591058755 -35.892895316183335 -21.149414964520712 -17.49559186342566 7.862286943799805 -17.70654337325221 101.79280297544152 167.15612798563967 89.22905037195562
30 300 0 0 0 -4.312548877833104 -37.73909762677185 -22.077858105554377 -14.561150702199525 10.5897757125478 -20.042454472457845 111.96404434023584 185.28683120046932 93.00185187159066
31 310 0 0 0 -3.9645177538868674 -41.19266915210385 -22.12767901957974 -14.151318180336137 10.711296013255403 -18.69883583663175 108.85632923647447 173.1418478744802 92.1207569578043
32 320 0 0 0 -8.729682646627616 -43.02742343114771 -23.647225443518174 -14.036336135196962 10.639622254694208 -20.722060277808758 112.28396069052957 173.11355393055746 95.05379084654069
33 330 0 0 0 -9.667505562743367 -43.44439264298404 -23.526982168201766 -15.060153784125545 12.158210313159888 -22.297057573659465 93.34527144614383 176.15986761902545 95.28381962781435
34 340 0 0 0 -10.056693344968652 -47.01655845565924 -22.540173522253216 -9.921118098769869 13.158743466573089 -20.52392692848302 111.27964377768788 180.3961444264277 106.71278963824216
35 350 0 0 0 -4.377502019165777 -46.62710579264237 -20.072363945283225 -9.521409552135147 9.14192476231156 -18.59333984080947 109.54542094581277 184.67606551180464 88.97035421325727
36 360 0 0 0 -5.129232858901355 -45.53106447840271 -21.995929026484855 -11.29915241090029 10.815624200550515 -20.181244280520733 112.83990486805888 192.1560800998678 102.81930326197434
37 370 0 0 0 -3.971981233313219 -44.009239337432945 -20.77097123343597 -11.94219572376315 12.012912336417774 -16.350437956203255 109.67634442762629 191.45574908600335 96.58337444709548
38 380 0 0 0 -4.8685357449442455 -45.54898121826519 -19.844715409785454 -11.63648372856853 11.585654566638684 -15.960610437252452 107.57046775899492 192.12728233103647 96.39812814718992
39 390 0 0 0 -6.172561430034489 -44.91938133663979 -19.887520681217435 -13.81931742516419 10.200516846780324 -18.11286576775018 113.04681937111353 179.85304854378842 95.55267944288825
40 400 0 0 0 -6.074847109563224 -42.71205935797423 -19.623243691062687 -15.951263048605623 13.508421804202765 -16.845948833930443 104.99905902694304 181.52745521121093 95.95344725784754
