% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=581791, Sun May  4 20:48:38 2025, <python>{}</python>
35 350 20.65805158665835 0 0 4.792983988221475 4.582229054206901 4.18607280913904 4.418540541164718 3.547829800596521 3.9269000599804267 16.879001008780165 22.675367413039783 19.65433459180441
36 360 17.68726407591564 0 0 4.053084680207368 3.8763412537521087 3.5873781729348524 3.8023260544770423 2.94988317162582 3.3703333533753708 14.30120366470256 18.153451975879513 16.671055879139377
37 370 16.330893404963568 0 0 3.729455244739428 3.5389319054599055 3.256009551756641 3.4708441886628276 2.6995074921361284 3.202217147573434 12.928588917923062 16.13669356592697 14.703532724563628
38 380 14.714607732945653 0 0 3.318732578664732 3.1724293409501145 2.923241910501751 3.0520730675925516 2.4448580448892443 2.8778118496116 11.413054529505635 13.725202138065361 12.853218763011492
39 390 13.511678911407182 0 0 3.0571849551065435 2.8592672392502103 2.6674362856388347 2.8144391394495516 2.2565422540457742 2.6718484441842154 10.221393538859305 12.460897536014723 11.64964400336361
40 400 13.493947341220675 0 0 2.9392533469754185 2.909592098108813 2.6772845955186733 2.8411183079776143 2.3264169169004028 2.6309185665474506 10.20338329776119 12.054970087076061 11.56099771617566
41 410 12.730500344945305 0 0 2.7477770749360477 2.833512878170218 2.5095921398757044 2.614106252053342 2.1656441437836063 2.4676421142680804 9.640638786721798 11.141566075970177 10.804400013989829
42 420 11.843092654348068 0 0 2.5232227259056494 2.654119474397978 2.3526163343841007 2.4675894772924525 1.958442725558106 2.3216711461312354 8.254358183220042 10.512644744635686 9.934279842306962
43 430 10.715597444167926 0 0 2.300727093130887 2.410139529098111 2.098927025390666 2.2284019017382413 1.7245054233985553 2.076693405158827 7.368297914419701 9.403483706959788 8.813510587307333
44 440 9.66399760518513 0 0 2.052771742788021 2.132474574551006 1.9308869696588453 1.933875724607811 1.5588419344204785 1.878291800993961 6.289086922823628 8.112982045276706 7.911646200400253
45 450 9.259431395292168 0 0 1.97779125495547 1.9821937987811025 1.8442921232860388 1.8524966258370976 1.4908080946662896 1.7671617531544621 5.965441483853501 7.794994884228298 7.198182896090798
46 460 9.001541347671793 0 0 1.9368672455058389 1.9127438721523176 1.775513608670496 1.8360398569378598 1.4260024988993156 1.723782986123185 5.521081781231324 7.363472538151053 6.896429568302751
47 470 7.926949758753976 0 0 1.679321372505205 1.6401554276073025 1.567803019114367 1.6126824232338828 1.2470195155565833 1.51467961261599 4.8283265949882574 6.321206140236698 6.006567360300051
48 480 7.756206861068956 0 0 1.6398808082207086 1.6399438462044853 1.5265196740697389 1.585554278918645 1.200761729831858 1.4339383841784235 4.732881512522507 6.05849298524799 5.711188341141864
49 490 6.992937277760267 0 0 1.468508522348477 1.4874987797199906 1.338315218225734 1.450829789338756 1.0413853715908454 1.2997000660136777 4.125784317574154 5.3938401142036785 5.08512441094184
50 500 6.836538776497668 0 0 1.4597023250089913 1.4258719578243497 1.3013798511024823 1.448110834395624 1.077973221502345 1.281665451725996 3.96093130445176 5.106415934228992 4.969717799344573
51 510 6.617561732209087 0 0 1.4065330212221878 1.3942385412901328 1.240155258624759 1.368159948707012 1.0294778885315132 1.2119849862797911 3.790021309625282 4.653808411625893 4.709708593961523
52 520 6.8686958689359905 0 0 1.4169298979179747 1.4719904758147442 1.3241255844789876 1.4913351662506726 1.0306703916813815 1.2634757230564468 3.813586992886787 4.5730229009119245 4.880852162920794
53 530 6.88524255722357 0 0 1.4466492153052612 1.4667540231485954 1.3481483462683872 1.4679289523487673 1.029392222341848 1.2727368693094743 3.797878096178956 4.4489375735340655 4.869708534058099
54 540 6.599261235493985 0 0 1.4077631396180164 1.362187708727148 1.2811577348530552 1.4188588416836088 0.999880170259412 1.2063390001314493 3.5641494664186655 4.105619456026128 4.490384580659197
55 550 6.441293339886285 0 0 1.381836613168269 1.3654111147497474 1.238687100342029 1.3334431154175852 0.9433057933542152 1.1875617999583108 3.4573343792020577 3.880053751162455 4.240636727807999
56 560 7.164878484376841 0 0 1.5482183332737918 1.6457228486618813 1.3986702514782874 1.4618288685650351 1.1152635997080025 1.2928651823864297 3.6863721274690717 4.120245529977549 4.743424967670238
57 570 7.898014592004461 0 0 1.7957801583188093 1.8994903188296837 1.6380016695952668 1.6002066678832223 1.2353765318766847 1.4178388507703181 3.887443487761939 4.437952312299351 5.21911932814078
58 580 8.450092137486957 0 0 1.8703691921894487 2.1013816026234116 1.7419112461900916 1.6827152445877158 1.3809065076807172 1.513199600642754 4.106242000363094 4.5888351874244675 5.4099972776841465
59 590 7.987781903511995 0 0 1.7671473264817517 1.9726673727121886 1.6281358795835466 1.5762707543920038 1.3098761375536367 1.4232670747777667 3.905288020147225 4.170791693525026 5.068039165162672
60 600 7.545651981786749 0 0 1.6891310154631776 1.788922366735923 1.535789103626463 1.478359875142694 1.2301546929884486 1.3217778694951607 3.6362089105783904 3.8336214497001295 4.456451114861767
61 610 6.7962827050144465 0 0 1.5167551628979643 1.6423212943488417 1.3695441111130542 1.3347319292507875 1.0971564109228178 1.1669621143650732 3.2226639882840113 3.2368506550593588 3.916529432818821
62 620 6.374255109467157 0 0 1.4298349247041096 1.5379346538543146 1.2596489465106806 1.2270020407210518 1.0456401293541808 1.0933665658154514 2.9672963029930473 2.94738633988276 3.5461310397644756
63 630 6.0550328128158615 0 0 1.339779718492074 1.4690879177237137 1.2354277871548975 1.166308841799713 0.997491052113539 1.0026278016223429 2.8018496043318537 2.5813268283236166 3.344911782012826
64 640 5.402155102698313 0 0 1.212507568095095 1.3165538620858543 1.1015327853430474 1.0057130746371152 0.8892557326256234 0.8752595559041223 2.455244585715885 2.2358096770273117 2.9865968375127223
65 650 4.952289286574626 0 0 1.1411434684403816 1.2029672805100036 1.0151135343388604 0.9561925959602863 0.8208233264203901 0.7890038310740839 2.17521241794325 1.9591460012032271 2.680548563854791
66 660 4.635052186049922 0 0 1.0940614977900143 1.0945757114751082 0.9453917535342107 0.8692445204906816 0.7649874585550169 0.7504083371535966 1.9957584486817457 1.8035780410716904 2.433002237010753
67 670 4.4590714440903225 0 0 1.0386762501187152 1.0356032666382946 0.9282368502986555 0.8293236297288455 0.745613257174096 0.7299563758815267 1.8268047195064159 1.701951453977686 2.3154932677396056
68 680 3.8877768293725836 0 0 0.8853807140708765 0.9195547473529935 0.8082893529299295 0.7203279676419102 0.6438840780660134 0.634997002523213 1.5741517424152487 1.4019605004978113 2.028105672976662
69 690 3.5990907778213743 0 0 0.8215430661084718 0.8509852153469226 0.7051766971190488 0.6569332640974898 0.5755028079042351 0.5985259209971316 1.4644810555570855 1.2531370166986284 1.8716735484121902
70 700 3.4706662307767906 0 0 0.7692985619995443 0.8249446990596873 0.6761357760587127 0.6449533056693479 0.5512046389433111 0.5802774566625555 1.358585391963504 1.1845270451867271 1.7973554923846549
71 710 3.2340017093265234 0 0 0.7088371220423954 0.7567054362095271 0.6170276106867252 0.608034243729087 0.5108010661493599 0.5501465020709138 1.215785051156999 1.0736642716180174 1.656415302984669
72 720 3.363992697711605 0 0 0.7242877196607626 0.7900361597842783 0.6356317979638727 0.6673367959251078 0.5366999316578073 0.5818060854190094 1.274635770881125 1.0359472565699868 1.7277950185907187
73 730 3.4160451147491298 0 0 0.7449326312770854 0.7882834014962039 0.6478453097371766 0.6970174622529318 0.5476072970240664 0.5780884987324252 1.2755576478138086 0.9971236423455837 1.6913422738840593
74 740 3.477779590270274 0 0 0.7709672816727271 0.8007845225412992 0.6536991643589973 0.7547390399832132 0.5702149648436459 0.5782424302000164 1.2471158570900553 1.0028201349455799 1.6755406173061784
75 750 3.357583712617578 0 0 0.7482873806466478 0.7639376207178081 0.6380206831806675 0.7460050383086406 0.5512270334457878 0.5465043448059135 1.1489361965994667 0.955560709878356 1.5609317758388226
76 760 3.265090601788845 0 0 0.7443191356229724 0.7231804449277323 0.6255738952386991 0.7336055391769211 0.532239705947075 0.524949104546751 1.0655051455767632 0.9272419446060874 1.4517909319732394
77 770 3.267432841479409 0 0 0.7553829935054631 0.7179660065958793 0.6071867822323774 0.7327777959092717 0.5298667605442254 0.5298703270184304 1.028979850437023 0.9251205003458798 1.438849443357513
78 780 3.1552523303529156 0 0 0.72023323313594 0.6790590840624922 0.5911646874387717 0.7136953368248964 0.5002819251526084 0.501372002458259 0.9784678260958127 0.8893643457837467 1.344462006969923
79 790 2.9126597824043916 0 0 0.6713686061922508 0.6151420318884473 0.5389715868725413 0.6501378748160231 0.45143441107329424 0.4655003932729442 0.8890288536496017 0.7648399293276731 1.216518196524301
80 800 2.6686597043021254 0 0 0.6053222799081165 0.5547520162500602 0.49351362702490187 0.5859077886220935 0.4075227742050196 0.42691127818521746 0.8045583560132412 0.6753030027907649 1.0946004785802672
81 810 2.500071983555462 0 0 0.5471531145218932 0.5361125110678816 0.45825618349771297 0.5556198159340203 0.3947764035914831 0.39909942099455453 0.7456192848678572 0.6144208028363395 1.007824693333531
82 820 2.536612035457021 0 0 0.5498986911001437 0.5510386431980152 0.46158736909717446 0.5532883409354119 0.41709662454826496 0.41713260639702865 0.7438933516725459 0.6135425837057524 0.9971700164556512
83 830 2.3940224065940794 0 0 0.5153470550108943 0.5266356244649361 0.4241468757820702 0.5258915448172963 0.3945913055166951 0.3870032833175879 0.6951099145805519 0.565897410825058 0.928373693868138
84 840 2.171567974037344 0 0 0.447787032561641 0.4714081863003277 0.3806691882825742 0.4767824121606834 0.35859306171061844 0.3558462757447905 0.6270558904016404 0.48751285880923323 0.8087604610494815
85 850 2.0800383832969205 0 0 0.43097960656595086 0.45163019927654013 0.364925978455551 0.4567505538143842 0.34644308245137817 0.3378392879617093 0.5993964309188098 0.45753526277311346 0.7301681868725229
86 860 1.9526025654856167 0 0 0.403705904696872 0.4267363275286924 0.33853005402429 0.4505676916186314 0.3267295362639985 0.32322579009960234 0.5112845733208341 0.3948338439839629 0.688679679823398
87 870 1.7669649269186587 0 0 0.3659569397919921 0.3822165853077326 0.3039662085915339 0.40244263248660717 0.29066132341966533 0.29056846283534365 0.4615716507346124 0.34472657176332094 0.5890043837674409
88 880 1.5917261173304793 0 0 0.3290548392985909 0.35312328087955097 0.27204047105916096 0.3675923571344502 0.2632926131440863 0.2581538966998041 0.4056700304757259 0.2989979761102433 0.5124268889752426
89 890 1.5089060480227947 0 0 0.308384492982441 0.3400784122410794 0.2567450015219262 0.34705126464495933 0.24901148992138344 0.24703293288056735 0.38655271802910884 0.2648352177489968 0.4715200956671414
90 900 1.5169030131915806 0 0 0.3164489814729593 0.33436926822748353 0.25558486602819896 0.35415366347485283 0.2482256649934093 0.24705037662906804 0.3753830763615572 0.2547424410432437 0.4669790071634258
91 910 1.5429493135246912 0 0 0.33766317313645766 0.33757324563750923 0.2587432977803336 0.3737871129593461 0.24985247774545868 0.25736072102541163 0.36969209858075963 0.24616759259112644 0.47375674058935424
91 910 1.5429493135246912 0 0 0.33766317313645766 0.33757324563750923 0.2587432977803336 0.3737871129593461 0.24985247774545868 0.25736072102541163 0.36969209858075963 0.24616759259112644 0.47375674058935424
